key,iata_code,name,city,country,latitude,longitude,altitude,timezone_offset,dst
CYQH,YQH,Watson Lake,Watson Lake,Canada,60.116389,-128.8225,2255,-8,A
CYQI,YQI,Yarmouth Airport,Yarmouth,Canada,43.8269,-66.0881,141,-5,A
CYQK,YQK,Kenora,Kenora,Canada,49.788334,-94.363056,1332,-6,A
CYQL,YQL,Lethbridge,Lethbridge,Canada,49.630278,-112.799722,3047,-7,A
CYQM,YQM,Greater Moncton Intl,Moncton,Canada,46.112221,-64.678611,232,-4,A
CYQN,YQN,Nakina Airport,Nakina,Canada,50.182777,-86.696388,1057,-5,A
CYQQ,YQQ,Comox,Comox,Canada,49.710833,-124.886667,84,-8,A
CYQR,YQR,Regina Intl,Regina,Canada,50.431944,-104.665833,1894,-6,N
CYQT,YQT,Thunder Bay,Thunder Bay,Canada,48.371944,-89.323889,653,-5,A
CYQU,YQU,Grande Prairie,Grande Prairie,Canada,55.179722,-118.885,2195,-7,A
CYQV,YQV,Yorkton Muni,Yorkton,Canada,51.264721,-102.461667,1635,-6,N
CYQW,YQW,North Battleford,North Battleford,Canada,52.769167,-108.24361,1799,-6,N
CYQX,YQX,Gander Intl,Gander,Canada,48.936944,-54.568056,496,-4,A
CYQY,YQY,Sydney,Sydney,Canada,46.161388,-60.047779,203,-4,A
CYQZ,YQZ,Quesnel,Quesnel,Canada,53.026112,-122.510278,1789,-8,A
CYRA,YRA,Rae Lakes Airport,Gamètì,Canada,64.1161,-117.31,723,-7,A
CYRB,YRB,Resolute Bay,Resolute,Canada,74.716944,-94.969444,215,-6,A
CYRI,YRI,Riviere Du Loup,Riviere Du Loup,Canada,47.764444,-69.584722,427,-5,A
CYRJ,YRJ,Roberval,Roberval,Canada,48.52,-72.265556,586,-5,A
CYRL,YRL,Red Lake Airport,Red Lake,Canada,51.0669,-93.7931,1265,-6,A
CYRM,YRM,Rocky Mountain House,Rocky Mountain House,Canada,52.429722,-114.904167,3244,-7,A
CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,54.167222,-93.557222,729,-7,A
CYRT,YRT,Rankin Inlet,Rankin Inlet,Canada,62.81139,-92.115833,94,-6,A
CYRV,YRV,Revelstoke Airport,Revelstoke,Canada,50.9667,-118.183,1459,-8,A
CYSB,YSB,Sudbury,Sudbury,Canada,46.625,-80.798889,1141,-5,A
CYSC,YSC,Sherbrooke,Sherbrooke,Canada,45.438611,-71.691389,792,-5,A
CYSD,YSD,Suffield Heliport,Suffield,Canada,50.2666701,-111.182999,2525,-7,A
CYSF,YSF,Stony Rapids Airport,Stony Rapids,Canada,59.2503,-105.841,805,-6,N
CYSJ,YSJ,Saint John,St. John,Canada,45.316111,-65.890278,357,-4,A
CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,Canada,56.5378,-79.2467,104,-5,A
CYSM,YSM,Fort Smith,Fort Smith,Canada,60.020278,-111.961944,671,-7,A
CYSP,YSP,Marathon,Marathon,Canada,48.755278,-86.344444,1035,-5,A
CYSR,YSR,Nanisivik,Nanisivik,Canada,72.982222,-84.613611,2106,-5,A
CYST,YST,St. Theresa Point Airport,St. Theresa Point,Canada,53.8456,-94.8519,773,-6,A
CYSU,YSU,Summerside,Summerside,Canada,46.440556,-63.833611,56,-4,A
CYSY,YSY,Sachs Harbour,Sachs Harbour,Canada,71.993889,-125.2425,282,-7,A
CYTA,YTA,Pembroke Airport,Pembroke,Canada,45.864399,-77.251701,529,-5,A
CYTE,YTE,Cape Dorset,Cape Dorset,Canada,64.23,-76.526667,164,-5,A
CYTF,YTF,Alma Airport,Alma,Canada,48.508611,-71.641389,449,-6,A
CYTH,YTH,Thompson,Thompson,Canada,55.801111,-97.864166,729,-6,A
CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,Canada,53.8178,-89.8969,729,-5,A
CYTQ,YTQ,Tasiujaq Airport,Tasiujaq,Canada,58.6678,-69.9558,122,-5,A
CYTR,YTR,Trenton,Trenton,Canada,44.118889,-77.528056,283,-5,A
CYTS,YTS,Timmins,Timmins,Canada,48.569721,-81.376667,967,-5,A
CYTZ,YTZ,City Centre,Toronto,Canada,43.627499,-79.396167,251,-5,A
CYUB,YUB,Tuktoyaktuk,Tuktoyaktuk,Canada,69.433334,-133.026389,15,-7,A
CYUL,YUL,Pierre Elliott Trudeau Intl,Montreal,Canada,45.470556,-73.740833,118,-5,A
CYUT,YUT,Repulse Bay,Repulse Bay,Canada,66.521389,-86.224722,80,-6,A
CYUX,YUX,Hall Beach,Hall Beach,Canada,68.776111,-81.243611,27,-5,A
CYUY,YUY,Rouyn Noranda,Rouyn,Canada,48.206111,-78.835556,988,-5,A
CYVB,YVB,Bonaventure Airport,Bonaventure,Canada,48.0711,-65.4603,123,-4,A
CYVC,YVC,La Ronge,La Ronge,Canada,55.15139,-105.261944,1242,-6,N
CYVG,YVG,Vermilion,Vermillion,Canada,53.355833,-110.82389,2025,-7,A
CYVM,YVM,Qikiqtarjuaq,Broughton Island,Canada,67.545833,-64.031389,21,-5,A
CYVO,YVO,Val D Or,Val D'or,Canada,48.053333,-77.782778,1107,-5,A
CYVP,YVP,Kuujjuaq,Quujjuaq,Canada,58.096111,-68.426944,129,-5,A
CYVQ,YVQ,Norman Wells,Norman Wells,Canada,65.281617,-126.798219,238,-7,A
CYVR,YVR,Vancouver Intl,Vancouver,Canada,49.193889,-123.184444,14,-8,A
CYVT,YVT,Buffalo Narrows,Buffalo Narrows,Canada,55.841944,-108.4175,1444,-6,N
CYVV,YVV,Wiarton,Wiarton,Canada,44.745834,-81.107222,729,-5,A
CYVZ,YVZ,Deer Lake Airport,Deer Lake,Canada,52.6558,-94.0614,1092,-6,A
CYWA,YWA,Petawawa,Petawawa,Canada,45.952221,-77.319168,427,-5,A
CYWG,YWG,Winnipeg Intl,Winnipeg,Canada,49.910036,-97.239886,783,-6,A
CYWH,YWH,Victoria Inner Harbour Airport,Victoria,Canada,48.422778,-123.3875,0,-8,A
CYWJ,YWJ,Deline,Deline,Canada,65.1833333,-125.41666667,550,-7,A
CYWK,YWK,Wabush,Wabush,Canada,52.921944,-66.864444,1808,-4,A
CYWL,YWL,Williams Lake,Williams Lake,Canada,52.183056,-122.054167,3085,-8,A
CYWP,YWP,Webequie Airport,Webequie,Canada,52.9597,-87.3689,685,-5,A
CYWY,YWY,Wrigley,Wrigley,Canada,63.209444,-123.436667,489,-7,A
CYXC,YXC,Canadian Rockies Intl,Cranbrook,Canada,49.612222,-115.781944,3084,-7,A
CYXD,YXD,Edmonton City Centre,Edmonton,Canada,53.5725,-113.520556,2200,-7,A
CYXE,YXE,Saskatoon J G Diefenbaker Intl,Saskatoon,Canada,52.170834,-106.699722,1653,-6,N
CYXH,YXH,Medicine Hat,Medicine Hat,Canada,50.01889,-110.720833,2352,-7,A
CYXJ,YXJ,Fort St John,Fort Saint John,Canada,56.238056,-120.740278,2280,-8,A
CYXK,YXK,Rimouski Airport,Rimouski,Canada,48.478056,-68.496944,82,-6,A
CYXL,YXL,Sioux Lookout,Sioux Lookout,Canada,50.113889,-91.905278,1258,-6,A
CYXN,YXN,Whale Cove Airport,Whale Cove,Canada,62.24,-92.5981,40,-6,A
CYXP,YXP,Pangnirtung,Pangnirtung,Canada,66.145,-65.713611,75,-5,A
CYXR,YXR,Timiskaming Rgnl,Earlton,Canada,47.695,-79.848889,798,-5,A
CYXS,YXS,Prince George,Prince George,Canada,53.889444,-122.678889,2267,-8,A
CYXT,YXT,Terrace,Terrace,Canada,54.468508,-128.576219,713,-8,A
CYXU,YXU,London,London,Canada,43.033056,-81.151111,912,-5,A
CYXX,YXX,Abbotsford,Abbotsford,Canada,49.025278,-122.360556,195,-8,A
CYXY,YXY,Whitehorse Intl,Whitehorse,Canada,60.709553,-135.067269,2317,-8,A
CYXZ,YXZ,Wawa,Wawa,Canada,47.966944,-84.786389,944,-5,A
CYYB,YYB,North Bay,North Bay,Canada,46.363611,-79.422778,1215,-5,A
CYYC,YYC,Calgary Intl,Calgary,Canada,51.113888,-114.020278,3557,-7,A
CYYD,YYD,Smithers,Smithers,Canada,54.824722,-127.182778,1712,-8,A
CYYE,YYE,Fort Nelson,Fort Nelson,Canada,58.836389,-122.596944,1253,-8,A
CYYF,YYF,Penticton,Penticton,Canada,49.463056,-119.602222,1129,-8,A
CYYG,YYG,Charlottetown,Charlottetown,Canada,46.290001,-63.121111,160,-4,A
CYYH,YYH,Taloyoak,Spence Bay,Canada,69.546667,-93.576667,92,-6,A
CYYJ,YYJ,Victoria Intl,Victoria,Canada,48.646944,-123.425833,63,-8,A
CYYL,YYL,Lynn Lake,Lynn Lake,Canada,56.863888,-101.07611,1170,-6,A
CYYN,YYN,Swift Current,Swift Current,Canada,50.291944,-107.690556,2680,-6,N
CYYQ,YYQ,Churchill,Churchill,Canada,58.739167,-94.065,94,-6,A
CYYR,YYR,Goose Bay,Goose Bay,Canada,53.319168,-60.425833,160,-4,A
CYYT,YYT,St Johns Intl,St. John's,Canada,47.61861,-52.751945,461,-3.5,A
CYYU,YYU,Kapuskasing,Kapuskasing,Canada,49.413889,-82.4675,743,-5,A
CYYW,YYW,Armstrong,Armstrong,Canada,50.290279,-88.909721,1058,-5,A
CYYY,YYY,Mont Joli,Mont Joli,Canada,48.608612,-68.208056,172,-5,A
CYYZ,YYZ,Lester B Pearson Intl,Toronto,Canada,43.677223,-79.630556,569,-5,A
CYZD,YZD,Downsview,Toronto,Canada,43.7425,-79.465556,652,-5,A
CYZE,YZE,Gore Bay Manitoulin,Gore Bay,Canada,45.885277,-82.567778,635,-5,A
CYZF,YZF,Yellowknife,Yellowknife,Canada,62.462778,-114.440278,675,-7,A
CYZG,YZG,Salluit Airport,Salluit,Canada,62.1794,-75.6672,743,-5,A
CYZH,YZH,Slave Lake,Slave Lake,Canada,55.293056,-114.777222,1912,-7,A
CYZP,YZP,Sandspit,Sandspit,Canada,53.254333,-131.813833,21,-8,A
CYZR,YZR,Chris Hadfield,Sarnia,Canada,42.999444,-82.308889,594,-5,A
CYZT,YZT,Port Hardy,Port Hardy,Canada,50.680556,-127.366667,71,-8,A
CYZU,YZU,Whitecourt,Whitecourt,Canada,54.14389,-115.786667,2567,-7,A
CYZV,YZV,Sept Iles,Sept-iles,Canada,50.223333,-66.265556,180,-5,A
CYZW,YZW,Teslin,Teslin,Canada,60.172779,-132.742778,2313,-8,A
CYZX,YZX,Greenwood,Greenwood,Canada,44.984444,-64.916944,92,-4,A
CYZY,YZY,Mackenzie Airport,Mackenzie British Columbia,Canada,55.29944,-123.08333,2264,-8,A
CZAC,ZAC,York Landing Airport,York Landing,Canada,56.0894,-96.0892,621,-6,A
CZBB,YDT,Boundary Bay Airport,Boundary Bay,Canada,49.073889,-123.0075,6,-8,A
CZBD,ILF,Ilford Airport,Ilford,Canada,56.0614,-95.6139,642,-6,A
CZBF,ZBF,Bathurst Airport,Bathurst,Canada,47.6297,-65.7389,193,-4,A
CZEM,ZEM,Eastmain River Airport,Eastmain River,Canada,52.2264,-78.5225,24,-5,A
CZFA,ZFA,Faro,Faro,Canada,62.2075,-133.375833,2351,-8,A
CZFD,ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,59.3344,-107.182,814,-6,N
CZFM,ZFM,Fort Mcpherson,Fort Mcpherson,Canada,67.4075,-134.860556,116,-7,A
CZFN,ZFN,Tulita,Tulita,Canada,64.0833333,-125.5833333,320,-7,A
CZGI,ZGI,Gods River Airport,Gods River,Canada,54.8397,-94.0786,627,-6,A
CZGR,ZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada,52.045,-95.466111,1008,-7,A
CZJN,ZJN,Swan River Airport,Swan River,Canada,52.1206,-101.236,1100,-6,A
CZKE,ZKE,Kashechewan Airport,Kashechewan,Canada,52.2825,-81.6778,35,-5,A
CZMD,MSA,Muskrat Dam Airport,Muskrat Dam,Canada,53.4414,-91.7628,911,-6,A
CZML,ZML,South Cariboo Regional Airport,108 Mile Ranch,Canada,51.4412,-121.1958,3129,-8,A
CZMT,ZMT,Masset Airport,Masset,Canada,54.0275,-132.125,25,-8,A
CZPB,ZPB,Sachigo Lake Airport,Sachigo Lake,Canada,53.8911,-92.1964,876,-6,A
CZRJ,ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,52.9436,-91.3128,974,-6,A
CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,Canada,53.0642,-93.3444,951,-6,A
CZSN,XSI,South Indian Lake Airport,South Indian Lake,Canada,56.792778,-98.907222,951,-7,A
CZSW,ZSW,Seal Cove Seaplane Base,Prince Rupert,Canada,54.3333,-130.283,0,-8,A
CZTM,ZTM,Shamattawa Airport,Shamattawa,Canada,55.8656,-92.0814,289,-6,A
CZUM,ZUM,Churchill Falls Airport,Churchill Falls,Canada,53.5619,-64.1064,1442,-4,A
CZWH,XLB,Lac Brochet Airport,Lac Brochet,Canada,58.614167,-101.468889,1212,-6,A
CZWL,ZWL,Wollaston Lake Airport,Wollaston Lake,Canada,58.1069,-103.172,1360,-6,N
DAAE,BJA,Soummam,Bejaja,Algeria,36.711997,5.069922,20,1,N
DAAG,ALG,Houari Boumediene,Algier,Algeria,36.691014,3.215408,82,1,N
DAAJ,DJG,Tiska,Djanet,Algeria,24.292767,9.452444,3176,1,N
DAAP,VVZ,Illizi Takhamalt,Illizi,Algeria,26.723536,8.622653,1778,1,N
DAAS,QSF,Ain Arnat Airport,Setif,Algeria,36.1781,5.32449,3360,0,U
DAAT,TMR,Tamanrasset,Tamanrasset,Algeria,22.811461,5.451075,4518,1,N
DAAV,GJL,Jijel,Jijel,Algeria,36.795136,5.873608,36,1,N
DABB,AAE,Annaba,Annaba,Algeria,36.822225,7.809167,16,1,N
DABC,CZL,Mohamed Boudiaf Intl,Constantine,Algeria,36.276028,6.620386,2265,1,N
DABS,TEE,Cheikh Larbi Tebessi,Tebessa,Algeria,35.431611,8.120717,2661,1,N
DABT,BLJ,Batna Airport,Batna,Algeria,35.752106,6.308589,2697,1,N
DAFH,HRM,Hassi R Mel,Tilrempt,Algeria,32.930431,3.311542,2540,1,N
DAFI,QDJ,Tsletsi Airport,Djelfa,Algeria,34.6657,3.351,10,1,U
DAOB,TID,Bou Chekif,Tiaret,Algeria,35.341136,1.463147,3245,1,N
DAOF,TIN,Tindouf,Tindouf,Algeria,27.700372,-8.167103,1453,1,N
DAOI,QAS,Ech Cheliff,Ech-cheliff,Algeria,36.212658,1.331775,463,1,N
DAOL,TAF,Tafaraoui,Oran,Algeria,35.542444,-0.532278,367,1,N
DAON,TLM,Zenata,Tlemcen,Algeria,35.016667,-1.45,814,1,N
DAOO,ORN,Es Senia,Oran,Algeria,35.623858,-0.621183,295,1,N
DAOR,CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,31.6457,-2.26986,2661,1,N
DAOV,MUW,Ghriss,Ghriss,Algeria,35.207725,0.147142,1686,1,N
DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.375,0.923889,1303,1,N
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,27.837589,-0.186414,919,1,N
DAUB,BSK,Biskra,Biskra,Algeria,34.793289,5.738231,289,1,N
DAUE,ELG,El Golea,El Golea,Algeria,30.571294,2.859586,1306,1,N
DAUG,GHA,Noumerat,Ghardaia,Algeria,32.384106,3.794114,1512,1,N
DAUH,HME,Oued Irara,Hassi-messaoud,Algeria,31.672972,6.140444,463,1,N
DAUI,INZ,In Salah,In Salah,Algeria,27.251022,2.512017,896,1,N
DAUK,TGR,Sidi Mahdi,Touggourt,Algeria,33.067803,6.088672,279,1,N
DAUL,LOO,Laghouat,Laghouat,Algeria,33.764383,2.928344,2510,1,N
DAUO,ELU,Guemar Airport,,Algeria,33.5114,6.77679,203,1,N
DAUT,TMX,Timimoun,Timimoun,Algeria,29.237119,0.276033,1027,1,N
DAUU,OGX,Ouargla,Ouargla,Algeria,31.917223,5.412778,492,1,N
DAUZ,IAM,In Amenas,Zarzaitine,Algeria,28.05155,9.642911,1847,1,N
DBBB,COO,Cadjehoun,Cotonou,Benin,6.357228,2.384353,19,1,N
DFFD,OUA,Ouagadougou,Ouagadougou,Burkina Faso,12.353194,-1.512417,1037,0,N
DFOO,BOY,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,11.160056,-4.330969,1511,0,N
DGAA,ACC,Kotoka Intl,Accra,Ghana,5.605186,-0.166786,205,0,N
DGLE,TML,Tamale,Tamale,Ghana,9.557192,-0.863214,553,0,N
DGSI,KMS,Kumasi Airport,,Ghana,6.71456,-1.59082,942,0,N
DGSN,NYI,Sunyani,Sunyani,Ghana,7.361828,-2.328756,1014,0,N
DGTK,TKD,Takoradi,Takoradi,Ghana,4.896056,-1.774756,21,0,N
DIAP,ABJ,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,5.261386,-3.926294,21,0,N
DIBK,BYK,Bouake,Bouake,Cote d'Ivoire,7.7388,-5.073667,1230,0,N
DIDL,DJO,Daloa,Daloa,Cote d'Ivoire,6.792808,-6.473189,823,0,N
DIKO,HGO,Korhogo,Korhogo,Cote d'Ivoire,9.387183,-5.556664,1214,0,N
DIMN,MJC,Man,Man,Cote d'Ivoire,7.272069,-7.587364,1089,0,N
DISP,SPY,San Pedro,San Pedro,Cote d'Ivoire,4.746717,-6.660817,26,0,N
DIYO,ASK,Yamoussoukro,Yamoussoukro,Cote d'Ivoire,6.903167,-5.365581,699,0,N
DNAA,ABV,Nnamdi Azikiwe Intl,Abuja,Nigeria,9.006792,7.263172,1123,1,N
DNAK,AKR,Akure,Akure,Nigeria,7.246739,5.301008,1100,1,N
DNBE,BNI,Benin,Benin,Nigeria,6.316981,5.599503,258,1,N
DNCA,CBQ,Calabar,Calabar,Nigeria,4.976019,8.347197,210,1,N
DNEN,ENU,Enugu,Enugu,Nigeria,6.474272,7.561961,466,1,N
DNGU,QUS,Gusau,Gusau,Nigeria,12.171667,6.696111,1520,1,N
DNIB,IBA,Ibadan,Ibadan,Nigeria,7.362458,3.978333,725,1,N
DNIL,ILR,Ilorin,Ilorin,Nigeria,8.440211,4.493919,1126,1,N
DNIM,QOW,Imo Airport,,Nigeria,5.42706,7.20603,373,1,N
DNJO,JOS,Yakubu Gowon,Jos,Nigeria,9.639828,8.86905,4232,1,N
DNKA,KAD,Kaduna,Kaduna,Nigeria,10.696025,7.320114,2073,1,N
DNKN,KAN,Mallam Aminu Intl,Kano,Nigeria,12.047589,8.524622,1562,1,N
DNMA,MIU,Maiduguri,Maiduguri,Nigeria,11.855347,13.08095,1099,1,N
DNMK,MDI,Makurdi,Makurdi,Nigeria,7.703883,8.613939,371,1,N
DNMM,LOS,Murtala Muhammed,Lagos,Nigeria,6.577369,3.321156,135,1,N
DNMN,MXJ,Minna New,Minna,Nigeria,9.652172,6.462256,834,1,N
DNPO,PHC,Port Harcourt Intl,Port Hartcourt,Nigeria,5.015494,6.949594,87,1,N
DNSO,SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,12.916322,5.207189,1010,1,N
DNSU,QRW,Warri Airport,Osubi,Nigeria,5.31,5.45,50,1,U
DNYO,YOL,Yola,Yola,Nigeria,9.257553,12.430422,599,1,N
DNZA,ZAR,Zaria,Zaria,Nigeria,11.130192,7.685806,2170,1,N
DRRM,MFQ,Maradi,Maradi,Niger,13.502531,7.126753,1240,1,N
DRRN,NIM,Diori Hamani,Niamey,Niger,13.481547,2.183614,732,1,N
DRRT,THZ,Tahoua,Tahoua,Niger,14.875658,5.265358,1266,1,N
DRZA,AJY,Manu Dayak,Agadez,Niger,16.965997,8.000114,1657,1,N
DRZR,ZND,Zinder,Zinder,Niger,13.778997,8.983761,1516,1,N
DTKA,TBJ,7 Novembre,Tabarka,Tunisia,36.978333,8.876389,0,1,E
DTMB,MIR,Habib Bourguiba Intl,Monastir,Tunisia,35.758056,10.754722,9,1,E
DTNZ,NBE,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,36.075833,10.438611,500,1,U
DTTA,TUN,Carthage,Tunis,Tunisia,36.851033,10.227217,22,1,E
DTTF,GAF,Gafsa,Gafsa,Tunisia,34.422022,8.822503,1060,1,E
DTTG,GAE,Gabes,Gabes,Tunisia,33.876919,10.103333,26,1,E
DTTJ,DJE,Zarzis,Djerba,Tunisia,33.875031,10.775461,19,1,E
DTTR,EBM,El Borma,El Borma,Tunisia,31.704281,9.254619,827,1,E
DTTX,SFA,Thyna,Sfax,Tunisia,34.717953,10.690972,85,1,E
DTTZ,TOE,Nefta,Tozeur,Tunisia,33.939722,8.110556,287,1,E
DXNG,LRL,Niamtougou International,Niatougou,Togo,9.767333,1.09125,1515,1,N
DXXX,LFW,Gnassingbe Eyadema Intl,Lome,Togo,6.165611,1.254511,72,1,N
EAR,EAR,Kearney Municipal Airport,Kearney,United States,40.727,-99.0068,2131,-6,A
EBAW,ANR,Deurne,Antwerp,Belgium,51.189444,4.460278,39,1,E
EBBR,BRU,Brussels Natl,Brussels,Belgium,50.901389,4.484444,184,1,E
EBCI,CRL,Brussels South,Charleroi,Belgium,50.459197,4.453817,614,1,E
EBEN,EBE,Ebenhofen BF,Ebenhofen,Germany,47.824,10.623,1200,2,E
EBKT,QKT,Wevelgem,Kortrijk-vevelgem,Belgium,50.817222,3.204722,64,1,E
EBKW,KNO,Knokke-Heist Westkapelle Heliport,Knokke,Belgium,51.3222,3.29306,0,-1,U
EBLG,LGG,Liege,Liege,Belgium,50.637417,5.443222,659,1,E
EBOS,OST,Oostende,Ostend,Belgium,51.198889,2.862222,13,1,E
EDAB,BBJ,Bautzen,Bautzen,Germany,51.193531,14.519747,568,1,E
EDAC,AOC,Altenburg Nobitz,Altenburg,Germany,50.981817,12.506361,640,1,E
EDAH,HDF,Heringsdorf Airport,Heringsdorf,Germany,53.878706,14.152347,93,1,E
EDBC,CSO,Magdeburg-Cochstedt,Cochstedt,Germany,51.855833,11.418333,596,1,E
EDBH,BBH,Barth,Barth,Germany,54.33754,12.699705,23,1,E
EDCG,GTI,Guettin MecklenburgVorpommern Germany,Ruegen,Germany,54.383333,13.325278,69,1,U
EDDB,SXF,Schonefeld,Berlin,Germany,52.380001,13.5225,157,1,E
EDDC,DRS,Dresden,Dresden,Germany,51.132767,13.767161,755,1,E
EDDE,ERF,Erfurt,Erfurt,Germany,50.979811,10.958106,1036,1,E
EDDF,FRA,Frankfurt Main,Frankfurt,Germany,50.026421,8.543125,364,1,E
EDDG,FMO,Munster Osnabruck,Muenster/osnabrueck,Germany,52.134642,7.684831,160,1,E
EDDH,HAM,Hamburg,Hamburg,Germany,53.630389,9.988228,53,1,E
EDDI,THF,Tempelhof,Berlin,Germany,52.473025,13.403944,167,1,E
EDDK,CGN,Koln Bonn,Cologne,Germany,50.865917,7.142744,302,1,E
EDDL,DUS,Dusseldorf,Duesseldorf,Germany,51.289453,6.766775,147,1,E
EDDM,MUC,Franz Josef Strauss,Munich,Germany,48.353783,11.786086,1487,1,E
EDDN,NUE,Nurnberg,Nuernberg,Germany,49.4987,11.066897,1046,1,E
EDDP,LEJ,Leipzig Halle,Leipzig,Germany,51.432447,12.241633,465,1,E
EDDR,SCN,Saarbrucken,Saarbruecken,Germany,49.214553,7.109508,1058,1,E
EDDS,STR,Stuttgart,Stuttgart,Germany,48.689878,9.221964,1276,1,E
EDDT,TXL,Tegel,Berlin,Germany,52.559686,13.287711,122,1,E
EDDV,HAJ,Hannover,Hannover,Germany,52.461056,9.685078,183,1,E
EDDW,BRE,Neuenland,Bremen,Germany,53.0475,8.786667,14,1,E
EDFH,HHN,Frankfurt Hahn,Hahn,Germany,49.948672,7.263892,1649,1,E
EDFM,MHG,Mannheim City,Mannheim,Germany,49.472706,8.514264,309,1,E
EDHI,XFW,Hamburg Finkenwerder,Hamburg,Germany,53.535886,9.837025,22,1,E
EDHK,KEL,Kiel Holtenau,Kiel,Germany,54.3795,10.145167,101,1,E
EDHL,LBC,Lubeck Blankensee,Luebeck,Germany,53.805367,10.719222,53,1,E
EDIU,HDB,Heidelberg,Heidelberg,Germany,49.393333,8.6525,0,1,E
EDJA,FMM,Allgau,Memmingen,Germany,47.988758,10.2395,2077,1,E
EDKA,AAH,Flugplatz Merzbrueck,Aachen,Germany,50.823194,6.186389,570,1,E
EDLA,ZCA,Arnsberg Menden,Arnsberg,Germany,51.483333,7.899333,794,1,E
EDLE,ESS,Essen Mulheim,Essen,Germany,51.402333,6.937333,424,1,E
EDLN,MGL,Monchengladbach,Moenchengladbach,Germany,51.230356,6.504494,125,1,E
EDLP,PAD,Paderborn Lippstadt,Paderborn,Germany,51.614089,8.616317,699,1,E
EDLV,NRN,Niederrhein,Weeze,Germany,51.602222,6.141944,106,1,E
EDLW,DTM,Dortmund,Dortmund,Germany,51.518314,7.612242,425,1,E
EDMA,AGB,Augsburg,Augsburg,Germany,48.425158,10.931764,1515,1,E
EDMO,OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany,48.081364,11.283067,1947,1,E
EDNY,FDH,Friedrichshafen,Friedrichshafen,Germany,47.671317,9.511486,1367,1,E
EDOP,SZW,Schwerin Parchim,Parchim,Germany,53.426997,11.783436,166,1,E
EDOV,ZSN,Stendal Borstel,Stendal,Germany,52.627778,11.818333,184,1,E
EDQD,BYU,Bayreuth,Bayreuth,Germany,49.984428,11.638569,1601,1,E
EDQM,HOQ,Hof Plauen,Hof,Germany,50.288836,11.854919,1960,1,E
EDRK,ZNV,Koblenz Winningen,Koblenz,Germany,50.3255,7.528667,640,1,E
EDRT,ZQF,Trier Fohren,Trier,Germany,49.8635,6.788167,665,1,E
EDRY,ZQC,Speyer,Speyer,Germany,49.302776,8.451195,312,1,E
EDSB,FKB,Baden Airpark,Karlsruhe/Baden-Baden,Germany,48.7793,8.08048,407,1,E
EDTD,ZQL,Donaueschingen Villingen,Donaueschingen,Germany,47.973331,8.522223,2231,1,E
EDTL,LHA,Lahr Airport,Lahr,Germany,48.3693,7.82772,511,1,E
EDVE,BWE,Braunschweig Wolfsburg,Braunschweig,Germany,52.319167,10.556111,295,1,E
EDVK,KSF,Kassel Calden,Kassel,Germany,51.408394,9.377631,908,1,E
EDWB,BRV,Bremerhaven,Bremerhaven,Germany,53.507081,8.572878,11,1,E
EDWE,EME,Emden,Emden,Germany,53.391186,7.227408,2,1,E
EDWG,AGE,Wangerooge Airport,Wangerooge,Germany,53.7828,7.91389,7,1,E
EDWI,WVN,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,53.504833,8.053333,16,1,E
EDWJ,JUI,Verkehrslandeplatz Juist,Juist,Germany,53.681572,7.055731,6,1,E
EDWL,LGO,Langeoog Airport,Langeoog,Germany,53.7425,7.49778,7,-1,E
EDWR,BMK,Borkum,Borkum,Germany,53.5955,6.709167,3,1,E
EDWS,NOE,Sonderlandeplatz Norden-Norddeich,Norden,Germany,53.632221,7.191389,3,1,E
EDWY,NRD,Norderney,Norderney,Germany,53.706822,7.230247,6,1,E
EDXB,HEI,Heide-Büsum Airport,Büsum,Germany,54.1533,8.90167,7,1,E
EDXF,FLF,Flensburg Schaferhaus,Flensburg,Germany,54.771772,9.378214,130,1,E
EDXH,HGL,Helgoland-Düne Airport,Helgoland,Germany,54.1853,7.91583,7,1,E
EDXO,PSH,St. Peter-Ording Airport,Sankt Peter-Ording,Germany,54.3089,8.68694,7,1,E
EDXW,GWT,Westerland Sylt,Westerland,Germany,54.91325,8.340472,51,1,E
EEKA,KDL,Kardla,Kardla,Estonia,58.990756,22.830733,18,2,E
EEKE,URE,Kuressaare,Kuressaare,Estonia,58.229883,22.509494,14,2,E
EEPU,EPU,Parnu,Parnu,Estonia,58.419044,24.472819,47,2,E
